TOA5	CR3000	CR3000	6126	CR3000.Std.22	CPU:EMAM_Echaurren_2022sep.CR3	39792	Echaurren_prom											
TIMESTAMP	RECORD	batt_volt_Min	short_up_Avg	short_dn_Avg	long_up_corr_Avg	long_dn_corr_Avg	WinVel_Avg	WinDir_Avg	Taire_Avg	Haire_Avg	T_Aspirado_Avg	H_Aspirado_Avg	BP_hPA_Avg	T_Sup_Avg	DetectorTC_Avg	ejex_Avg	ejey_Avg	Profundidad_Avg
TS	RN	volts	W/m^2	W/m^2	W/m^2	W/m^2	m/s	grados	c	%	c	%	hPA			grados	grados	m
		Min	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg
03/10/2022 19:00	139	13.45	1.040.858	6.818.922	2.347.737	297.674	3.36	181.2	-2.149	52.05	-1.848.509	5.239.417	652.5	-476.115	-19.919	9.5	0.211	0.755
03/10/2022 20:00	140	13.09	1.370.621	1.257.964	2.224.293	2.881.778	1.746	146.2	-3.136	46.28	-3.011.738	4.706.437	652.4	-6.764.467	-3.142.467	9.52	0.209	0.709
03/10/2022 21:00	141	12.86	-2.887.629	1.734.289	2.273.878	2.844.284	2.003	213.3	-3.396	43.79	-3.311.423	4.463.338	652.6	-75.177	-3.450.217	9.53	0.199	0.677
03/10/2022 22:00	142	12.75	-1.870.585	1.517.994	2.414.621	2.835.888	1.044	207.7	-3.314	42.07	-3.319.111	4.308.153	652.8	-7.779.383	-3.438.683	9.51	0.208	0.668
03/10/2022 23:00	143	12.71	-1.418.478	0.5750442	2.593.434	2.861.429	1.625	182.4	-3.156	40.8	-3.091.871	4.170.664	652.5	-7.215.867	-313.895	9.51	0.201	0.686
04/10/2022 0:00	144	12.67	-124.041	0.7326882	260.089	2.856.599	1.284	111.7	-3.05	34.92	-3.021.624	358.469	652.1	-7.358.467	-30.776	9.52	0.209	0.689
04/10/2022 1:00	145	12.64	-1.271.484	0.9150803	255.026	2.831.188	1.443	204.6	-3.421	33.56	-3.322.034	3.422.253	651.8	-7.990.033	-3.382.066	9.52	0.219	0.675
04/10/2022 2:00	146	12.62	-0.6075093	1.122.255	2.560.758	281.725	0.945	257.2	-3.664	34.8	-3.621.633	3.541.326	651.4	-8.226.967	-36.451	9.52	0.22	0.667
04/10/2022 3:00	147	12.59	-0.4803742	0.9708015	2.588.071	281.36	0.777	221.4	-3.848	36.02	-3.812.407	3.672.697	650.7	-8.377.967	-383.265	9.52	0.225	0.667
04/10/2022 4:00	148	12.57	-1.209.434	0.2813503	2.597.403	2.809.567	1.378	88.6	-4.781	44.6	-4.619.501	4.515.171	650.5	-845.755	-4.607.583	9.52	0.213	0.669
04/10/2022 5:00	149	12.54	-1.020.144	0.5936409	261.222	2.803.349	1.314	201.5	-5.299	48.68	-5.202.696	4.956.006	650.2	-8.508	-5.194.167	9.53	0.227	0.671
04/10/2022 6:00	150	12.52	-1.390.356	0.3122845	2.578.706	2.795.644	2.617	182.9	-5.614	48.01	-5.478.786	4.875.481	650.1	-8.799.283	-5.473.833	9.5	0.239	0.669
04/10/2022 7:00	151	12.5	-0.8393292	0.6802548	2.585.702	2.778.584	1.205	239.9	-6.066	47.24	-5.977.489	4.813.369	650.2	-9.101.516	-59.603	9.54	0.212	0.663
04/10/2022 8:00	152	12.48	1.120.572	8.846.744	2.602.368	2.777.133	0.938	186.4	-6.118	47.58	-602.237	4.844.594	650.2	-9.097.983	-6.029.983	9.53	0.216	0.669
04/10/2022 9:00	153	12.53	6.934.756	4.807.991	2.622.941	2.794.535	1.451	203.6	-5.814	42.98	-5.628.083	4.347.672	650.5	-8.739.949	-5.598.783	9.53	0.22	0.703
04/10/2022 10:00	154	12.72	1.540.854	1.052.672	2.644.507	2.833.059	2.219	240.2	-4.761	35.62	-4.510.176	3.589.036	650.4	-7.984.733	-44.975	9.54	0.229	0.745
04/10/2022 11:00	155	13.27	2.627.649	1.763.818	2.663.093	2.900.578	2.074	166.6	-3.65	33.02	-3.056.767	3.257.425	650.5	-6.796.816	-31.861	9.53	0.258	0.767
04/10/2022 12:00	156	14.3	393	2.572.054	2.668.553	2.975.318	1.724	193.7	-3.051	40.84	-2.325.219	3.986.851	650.6	-51.609	-2.404.767	9.55	0.262	0.779
04/10/2022 13:00	157	14.27	441.883	289.212	2.672.234	299.016	4.019	219.3	-4.154	47.07	-331.446	4.566.884	650.8	-501.665	-3.541.816	9.5	0.184	0.784
04/10/2022 14:00	158	14.25	5.120.751	3.302.787	2.654.387	3.029.817	2.868	183.3	-3.847	52.52	-314.971	5.159.137	650.6	-3.847.816	-3.465.716	9.52	0.267	0.787
04/10/2022 15:00	159	14.21	4.437.339	2.902.677	2.674.525	3.049.006	2.099	216.4	-3.652	51.39	-268.173	4.940.564	650.5	-3.314.183	-2.939.683	9.54	0.274	0.787
04/10/2022 16:00	160	14.21	4.451.873	2.837.956	2.658.145	3.052.354	2.109	186.5	-3.401	54.68	-2.519.906	5.305.227	650.2	-3.479.816	-2.491.983	9.55	0.284	0.784
04/10/2022 17:00	161	14.2	3.489.751	2.258.634	266.773	3.056.252	0.78	184.7	-2.168	52.94	-1.341.808	5.105.138	650	-2.757.416	-0.9833167	9.56	0.274	0.782
04/10/2022 18:00	162	14.21	2.399.986	1.561.441	2.677.794	3.043.181	0.37	184.5	-2.078	54.14	-1.141.879	5.212.868	649.9	-3.336.483	-0.2834833	9.56	0.272	0.777
04/10/2022 19:00	163	14.24	1.599.076	1.020.331	2.518.617	2.977.648	0.388	104.5	-3.782	61.92	-2.823.737	590.097	649.8	-4.539.533	-1.655.967	9.57	0.271	0.768
04/10/2022 20:00	164	13.29	2.554.047	1.789.637	2.295.953	2.832.669	0.758	119.4	-6.837	76.22	-6.272.602	7.456.197	649.8	-758.685	-5.755.133	9.58	0.263	0.729
04/10/2022 21:00	165	12.98	-2.198.685	1.623.381	2.180.491	2.719.893	0.471	192.1	-8.36	83.3	-8.143.745	8.348.109	650	-1.006.555	-81.344	9.59	0.253	0.652
04/10/2022 22:00	166	12.8	-1.266.356	1.815.494	2.257.056	2.692.634	0.986	160	-8.7	87.4	-8.685.869	8.883.738	650	-1.070.937	-8.805.383	9.6	0.254	0.64
04/10/2022 23:00	167	12.71	-1.879.848	1.803.185	2.326.472	2.716.496	0.645	154.4	-7.648	78.84	-762.783	8.080.936	649.9	-1.024.852	-7.636.766	9.61	0.259	0.666
05/10/2022 0:00	168	12.66	-1.684.798	1.611.419	2.225.173	2.684.515	0.918	167.6	-7.619	77.81	-7.587.902	7.956.228	649.6	-1.117.987	-7.618.999	9.6	0.255	0.663
05/10/2022 1:00	169	12.63	-0.6134277	1.302.138	2.425.375	270.302	0.702	245	-8.22	87.1	-8.078.967	879.903	649.4	-105.652	-8.125.916	9.61	0.259	0.67
05/10/2022 2:00	170	12.6	-0.9328522	0.9742677	2.476.492	2.713.006	0.875	221.3	-8.3	88.3	-8.161.881	8.931.756	649.1	-1.028.913	-8.183.682	9.61	0.266	0.681
05/10/2022 3:00	171	12.57	-0.4664105	0.9154799	2.650.169	275.448	1.073	216.2	-7.891	79.57	-7.779.459	8.098.765	648.7	-9.318.417	-7.747.467	9.6	0.259	0.691
05/10/2022 4:00	172	12.54	-0.5427131	0.3618483	2.657.222	2.757.705	0.978	236.2	-8.31	75.55	-8.071.691	760.556	648.4	-9.376.884	-79.889	9.59	0.264	0.695
05/10/2022 5:00	173	12.52	-1.164.593	1.107.208	2.397.522	2.709.231	0.974	255.4	-8.72	76.15	-8.542.488	7.702.839	648.1	-105.538	-8.569.066	9.6	0.27	0.676
05/10/2022 6:00	174	12.49	-0.2996295	10.547	2.506.929	2.690.647	0.368	211.8	-9.09	82.1	-8.927.498	8.291.518	648.2	-1.088.295	-8.929.867	9.61	0.27	0.661
05/10/2022 7:00	175	12.47	0.09894516	0.2350698	2.744.938	2.738.999	0.132	255	-9.18	90.7	-8.909.911	9.030.369	648.3	-96.368	-8.800.133	9.6	0.27	0.688
05/10/2022 8:00	176	12.46	1.390.784	1.813.665	2.778.887	276.57	0.279	71.23	-8.78	90.8	-8.610.854	9.164.814	648.9	-9.054.866	-84.401	9.61	0.268	0.701
05/10/2022 9:00	177	12.46	7.764.911	1.164.385	2.835.923	2.793.188	1.728	162.4	-8.15	82.6	-7.750.559	8.280.898	649.4	-8.701.583	-74.774	9.58	0.273	0.719
05/10/2022 10:00	178	12.48	1.310.612	1.942.277	2.951.096	2.830.666	0.897	231.5	-6.999	85.1	-6.259.663	8.205.395	649.9	-8.025.066	-6.413.783	9.59	0.288	0.729
05/10/2022 11:00	179	12.5	2.092.596	2.811.018	3.008.963	2.847.333	1.204	185.8	-6.385	78.52	-5.189.943	7.225.386	650.4	-8.083.249	-5.726.799	9.6	0.288	0.732
05/10/2022 12:00	180	12.52	2.634.913	3.956.759	3.162.077	2.882.757	1.424	136.9	-4.546	68.87	-3.229.076	6.449.172	650.8	-777.675	-3.536.667	9.58	0.28	0.738
05/10/2022 13:00	181	12.52	321.709	4.631.107	3.034.411	2.863.036	3.012	99	-5.921	68.16	-4.359.602	6.244.092	651.2	-81.531	-3.276.817	9.55	0.278	0.732
05/10/2022 14:00	182	12.56	7.932.139	6.952.033	286.558	295.184	3.055	99.3	-5.029	60.48	-3.345.414	5.544.408	651.7	-6.242.816	-1.578.183	9.59	0.301	0.742
05/10/2022 15:00	183	12.57	6.945.184	5.686.072	2.699.477	2.987.097	2.227	144.1	-3.878	58	-2.015.236	5.199.282	652	-5.383.566	0.8427667	9.55	0.295	0.746
05/10/2022 16:00	184	12.54	4.899.353	4.040.706	2.735.524	3.003.279	0.609	230.8	-0.531	48.28	1.063.955	4.435.903	652	-4.974.017	1.681.817	9.56	0.295	0.749
05/10/2022 17:00	185	12.5	2.971.875	2.537.044	277.687	2.925.279	0.77	221.5	-3.864	63.02	-2.330.586	575.267	652.3	-706.935	-14.322	9.57	0.295	0.741
05/10/2022 18:00	186	12.47	2.115.256	1.845.646	2.885.193	2.898.639	0.377	203.6	-4.456	69.58	-3.562.345	6.629.158	652.7	-6.928.167	-217.775	9.58	0.299	0.737
05/10/2022 19:00	187	12.46	1.356.565	1.208.685	2.971.509	2.840.856	0.74	186.9	-6.393	79.41	-5.569.843	756.488	653	-8.323.167	-504.505	9.58	0.304	0.731
05/10/2022 20:00	188	12.43	5.627.714	9.484.076	272.945	2.523.494	1.181	87.5	-9.31	83.9	-9.003.161	8.331.918	653.3	-1.613.363	-8.961.633	9.61	0.295	0.706
05/10/2022 21:00	189	12.42	-3.468.409	0.8597366	2.676.975	2.477.441	1.49	97.9	-9.42	75.29	-9.484.113	7.751.044	653.8	-1.721.143	-9.678.433	9.62	0.288	0.693
05/10/2022 22:00	190	12.41	-2.103.477	1.828.276	2.636.815	2.407.958	1.693	119.4	-9.84	66.37	-1.005.373	6.902.135	654.1	-1.915.947	-1.020.285	9.64	0.288	0.685
05/10/2022 23:00	191	12.41	-2.279.052	1.973.828	2.669.879	2.459.138	2.515	58.16	-9.27	64.68	-9.352.351	6.679.144	654.2	-1.780.792	-9.788.917	9.64	0.298	0.69
06/10/2022 0:00	192	12.4	-1.736.118	1.819.101	2.691.443	2.482.994	1.886	148.6	-8.79	61.82	-8.914.273	6.436.691	654.5	-171.236	-9.316.283	9.62	0.289	0.691
06/10/2022 1:00	193	12.4	-110.271	1.221.965	2.710.121	2.479.055	2.424	124	-7.821	43.37	-8.008.623	4.542.505	654.4	-172.187	-8.037.467	9.62	0.282	0.688
06/10/2022 2:00	194	12.4	-0.002801156	3.099.578	2.711.338	2.551.528	2.118	123.9	-6.162	18.33	-6.443.896	1.924.747	654.5	-1.531.313	-683.065	9.62	0.301	0.698
06/10/2022 3:00	195	12.4	0.146986	0.6402604	2.659.507	2.659.338	1.589	82.4	-6.625	22.61	-6.588.387	2.315.433	654.5	-122.911	-6.574.467	9.62	0.307	0.698
06/10/2022 4:00	196	12.39	101.477	1.289.673	2.705.269	2.730.465	0.335	173	-6.213	32.04	-6.273.781	3.332.587	654.7	-104.179	-6.313.016	9.61	0.3	0.701
06/10/2022 5:00	197	12.39	0.4974484	0.5257223	278.444	2.809.572	1.366	141.3	-5.459	51.96	-5.412.601	5.331.329	654.6	-8.422.899	-5.406.883	9.6	0.301	0.707
06/10/2022 6:00	198	12.4	-1.283.033	0.6277	2.831.812	2.875.314	1.808	151.1	-5.034	69.44	-4.906.794	7.056.075	654.6	-6.857.367	-4.868.633	9.58	0.314	0.712
06/10/2022 7:00	199	12.39	-1.404.485	1.072.898	2.867.923	2.884.272	1.597	171.6	-5.436	78.21	-5.309.271	7.965.382	655	-6.513.566	-5.304.283	9.6	0.312	0.71
06/10/2022 8:00	200	12.39	2.691.647	2.434.235	2.910.391	2.911.364	2.06	47.45	-5.502	84.2	-5.284.277	8.470.365	655.3	-5.903.266	-5.368.216	9.6	0.309	0.712
06/10/2022 9:00	201	12.4	1.367.786	1.179.174	2.984.432	2.943.174	1.994	74.36	-4.285	77.9	-3.940.706	780.082	655.7	-5.314.533	-393.105	9.59	0.323	0.724
06/10/2022 10:00	202	12.42	4.302.349	3.529.608	2.952.136	3.026.644	2.499	60.06	-2.282	66.8	-1.515.366	6.504.072	656	-3.601.133	-1.316.683	9.59	0.309	0.737
06/10/2022 11:00	203	12.47	8.736.439	6.545.286	2.298.533	3.132.389	2.808	129.5	0.476	54.81	2.053.331	5.053.202	656.1	-2.194.433	1.199.567	9.57	0.336	0.753
06/10/2022 12:00	204	12.52	9.656.658	7.053.768	224.774	3.174.677	2.893	47.55	2.179	50.44	3.483.462	4.736.386	656.4	-1.614.233	134.345	9.58	0.324	0.755
06/10/2022 13:00	205	12.65	9.551.357	6.703.006	235.517	3.288.822	1.232	98.6	6.516	38.54	8.485.902	352.134	656.6	-151.615	6.871.899	9.58	0.349	0.753
06/10/2022 14:00	206	13.91	9.882.299	6.702.238	2.420.733	3.332.266	0.721	184.5	7.697	34.67	1.035.294	3.009.999	657	-0.3996333	126.729	9.57	0.371	0.748
06/10/2022 15:00	207	13.92	8.462.072	5.497.659	2.342.725	325.548	1.095	108.8	5.215	36.71	689.222	33.774	656.6	-13.729	9.700.933	9.57	0.388	0.749
06/10/2022 16:00	208	13.92	655.626	4.089.419	2.345.757	3.246.118	0.775	188.8	6.668	34.66	9.592.435	2.955.889	656.6	-1.820.267	109.782	9.57	0.384	0.751
06/10/2022 17:00	209	13.55	113.387	9.580.183	2.252.266	3.023.971	1.035	143.8	-0.069	54.39	1.120.551	5.144.515	656.6	-5.135.083	0.5978	9.6	0.404	0.754
06/10/2022 18:00	210	13.4	9.822.886	8.040.405	224.504	2.943.738	1.798	37.33	-0.396	51.72	-0.07089869	5.189.407	656.4	-6.478.199	-0.4995	9.62	0.378	0.754
06/10/2022 19:00	211	13.2	5.818.092	484.486	222.604	2.862.782	2.381	261.1	-0.566	49.33	-0.3554026	4.988.665	656.6	-8.551.433	-0.6451833	9.63	0.386	0.747
06/10/2022 20:00	212	12.93	1.429.723	1.405.128	2.205.761	2.814.654	1.915	105.8	-0.387	40.04	-0.422561	4.121.412	656.7	-9.293.966	-0.6799666	9.62	0.385	0.74
06/10/2022 21:00	213	12.77	-250.601	1.187.018	2.136.248	2.753.274	2.164	34.08	-1.175	46.26	-128.197	4.793.843	656.9	-1.057.165	-1.386.333	9.63	0.38	0.73
06/10/2022 22:00	214	12.69	-2.424.278	1.258.221	2.143.067	2.737.386	2.55	87.3	-1.926	55.73	-200.177	5.734.119	657.3	-1.080.683	-212.785	9.63	0.377	0.723
06/10/2022 23:00	215	12.64	-2.204.048	1.354.163	212.725	2.702.978	1.948	171.7	-2.231	47.47	-2.429.089	4.950.084	657.6	-1.185.748	-241.735	9.63	0.385	0.717
07/10/2022 0:00	216	12.6	-2.136.302	1.437.681	211.063	2.682.157	1.985	123.3	-1.942	40.5	-220.477	4.240.123	657.5	-1.243.015	-2.162.266	9.64	0.383	0.712
07/10/2022 1:00	217	12.55	-2.093.973	1.468.643	2.083.125	2.662.971	1.49	280.4	-2.56	42.1	-2.691.944	4.375.058	657.4	-1.299.555	-2.698.683	9.63	0.379	0.71
07/10/2022 2:00	218	12.52	-1.785.994	2.170.544	2.068.621	2.645.158	1.646	252.8	-1.891	35.44	-2.118.395	370.841	657.2	-135.748	-2.233.517	9.63	0.376	0.709
07/10/2022 3:00	219	12.49	-2.142.051	1.632.538	2.072.696	263.514	1.69	260.5	-2.247	35	-236.851	3.630.476	656.8	-1.384.577	-25.163	9.63	0.376	0.704
07/10/2022 4:00	220	12.47	-2.303.167	0.9925249	2.083.063	2.651.767	1.936	87.1	-2.891	41.57	-2.996.037	4.300.883	656.3	-1.289.262	-3.137.783	9.63	0.387	0.701
07/10/2022 5:00	221	12.45	-2.003.681	1.150.259	2.104.402	2.650.652	1.824	87.7	-3.771	52.31	-3.896.481	5.422.777	655.9	-1.274.098	-3.965.733	9.64	0.385	0.697
07/10/2022 6:00	222	12.44	-1.093.721	1.264.713	2.246.499	265.926	1.676	274.3	-4.235	52.65	-4.354.975	5.459.769	655.7	-1.262.418	-4.319.867	9.63	0.382	0.697
07/10/2022 7:00	223	12.43	0.200662	1.054.434	2.553.953	2.759.945	1.377	203.7	-3.885	54.5	-3.911.365	5.614.784	655.4	-9.951.632	-39.157	9.64	0.381	0.702
07/10/2022 8:00	224	12.43	3.687.799	2.873.617	2.604.782	2.799.584	0.891	282.4	-3.579	55.5	-3.559.933	5.701.147	655.4	-9.039.216	-3.572.567	9.62	0.375	0.709
07/10/2022 9:00	225	12.57	8.717.734	6.931.464	2.747.489	2.882.235	0.926	161.5	-2.625	55.41	-2.403.241	5.615.664	655.4	-7.039.116	-2.567.083	9.62	0.38	0.723
07/10/2022 10:00	226	12.75	1.239.641	9.952.372	2.756.014	2.916.585	0.974	248.3	-2.307	57.52	-1.854.604	5.720.485	655.3	-6.444.316	-1.960.633	9.62	0.389	0.731
07/10/2022 11:00	227	13.04	1.650.553	1.318.067	2.818.329	2.958.067	0.966	141.7	-2.299	59.01	-1.704.233	5.813.733	655.1	-5.447.766	-162.335	9.63	0.395	0.738
07/10/2022 12:00	228	13.5	2.310.426	1.827.146	2.863.785	3.005.878	1.107	136.9	-1.359	58.78	-0.7123089	5.764.637	654.9	-4.495.516	-0.4329166	9.63	0.403	0.748
07/10/2022 13:00	229	13.84	1.650.315	1.333.585	2.909.782	3.001.791	2.445	213.6	-2.154	64.36	-1.484.406	6.314.766	654.4	-4.516.417	-127.535	9.63	0.407	0.748
07/10/2022 14:00	230	13.86	185.613	1.495.785	2.911.347	3.009.748	1.607	172.7	-1.965	65.2	-1.474.569	6.470.374	653.8	-4.309.866	-1.424.283	9.63	0.402	0.752
07/10/2022 15:00	231	13.83	1.365.173	1.105.787	2.923.895	3.008.552	1.79	225.9	-1.979	66.97	-1.389.149	660.208	653.4	-4.344.833	-1.219.533	9.62	0.422	0.748
07/10/2022 16:00	232	13.95	2.039.156	1.615.769	292.691	3.044.726	1.015	232.6	-0.94	60.36	-0.1290169	5.877.391	652.9	-3.653.183	0.1142833	9.64	0.414	0.757
07/10/2022 17:00	233	13.65	1.102.165	8.898.946	2.952.967	3.016.337	1.418	205.2	-2.3	72.22	-1.772.451	7.132.435	652.2	-3.916.383	-1.561.233	9.63	0.421	0.749
07/10/2022 18:00	234	13.28	3.549.874	2.942.613	2.952.076	2.989.095	1.331	186.8	-3.326	82.8	-2.972.839	8.228.082	651.7	-4.174.266	-2.824.717	9.64	0.423	0.741
07/10/2022 19:00	235	12.96	1.021.273	8.960.889	2.943.612	2.970.552	1.749	212.7	-4.203	91	-3.935.345	9.084.248	651.4	-448.035	-3.831.083	9.64	0.42	0.736
07/10/2022 20:00	236	12.78	5.644.957	5.159.303	2.925.757	2.952.358	2.914	217.9	-4.813	93.5	-4.592.974	9.363.471	651.3	-4.851.067	-4.476.183	9.65	0.384	0.732
07/10/2022 21:00	237	12.7	-0.2175653	0.1854898	2.879.284	2.918.484	1.874	230.1	-5.418	88.5	-5.258.774	8.970.953	651.4	-5.596	-5.125.083	9.65	0.405	0.727
07/10/2022 22:00	238	12.64	-0.2543142	0.09584411	2.864.402	2.897.455	1.489	198.2	-6.034	91.5	-5.817.959	9.173.113	651.4	-60.545	-5.714.983	9.65	0.404	0.724
07/10/2022 23:00	239	12.6	-0.1384679	0.2535345	2.839.585	2.880.146	2.43	162.4	-6.304	88.6	-6.149.153	8.975.533	650.9	-6.525.566	-6.040.833	9.66	0.422	0.725
08/10/2022 0:00	240	12.56	-0.149778	0.2628193	2.810.591	285.775	2.504	186.3	-6.646	86	-6.479.012	8.681.707	650.8	-7.038.583	-6.406.116	9.64	0.423	0.721
08/10/2022 1:00	241	12.52	-0.310875	0.3586904	2.728.041	2.823.907	2.322	151.6	-7.138	80.8	-6.985.583	8.200.334	650.4	-7.953.367	-6.913.283	9.6	0.428	0.718
08/10/2022 2:00	242	12.49	-0.2741459	0.281399	2.739.458	2.806.435	2.979	208.9	-7.508	79.39	-73.324	8.029.291	649.8	-8.334.434	-7.268.667	9.65	0.481	0.717
08/10/2022 3:00	243	12.47	-0.2685046	0.09586486	2.776.558	280.778	1.406	180.3	-7.968	87.9	-7.722.149	8.790.729	649.5	-8.179.417	-7.634.216	9.63	0.458	0.714
08/10/2022 4:00	244	12.45	0.03391698	0.2102885	2.810.527	2.821.386	2.465	137.6	-7.922	92.5	-7.732.611	930.554	649.1	-7.800.116	-7.674.067	9.64	0.493	0.714
08/10/2022 5:00	245	12.44	-0.1752369	0.06803428	2.788.235	2.811.844	3.766	111.4	-8.08	90.6	-7.866.798	9.071.219	649.1	-80.727	-7.794.116	9.59	0.482	0.713
08/10/2022 6:00	246	12.43	-0.1808945	0.09277602	275.666	2.785.772	2.568	110.7	-8.7	90	-8.471.888	8.946.813	649.2	-8.637.317	-8.390.599	9.6	0.48	0.71
08/10/2022 7:00	247	12.42	-1,24E-02	0.2443212	2.761.481	278.429	2.57	134.7	-8.79	91.4	-857.076	9.181.994	649.3	-8.649.867	-8.473.016	9.62	0.434	0.709
08/10/2022 8:00	248	12.41	4.146.688	3.633.326	2.723.333	2.772.574	3.974	121.6	-8.94	87.3	-8.746.623	8.751.554	649.5	-8.958.867	-866.545	9.6	0.43	0.708
08/10/2022 9:00	249	12.41	439.417	3.616.034	265.575	2.837.241	3.082	134	-7.315	71.23	-6.926.983	7.125.874	650.1	-76.353	-6.676.317	9.58	0.411	0.727
08/10/2022 10:00	250	12.42	7.372.598	596.264	2.159.039	2.863.029	4.139	123.6	-5.886	53.23	-4.741.826	5.112.988	650.7	-7.566.533	-48.327	9.58	0.443	0.745
08/10/2022 11:00	251	12.43	8.708.102	6.786.456	2.066.125	289.018	4.374	126.7	-5.805	51.88	-472.953	4.985.616	651.2	-7.238.516	-468.305	9.59	0.417	0.749
08/10/2022 12:00	252	12.43	NAN	6.020.438	2.438.933	2.934.554	4.639	107.9	-5.29	56.43	-4.204.367	5.418.442	651.5	-6.113.316	-392.855	9.53	0.402	0.753
08/10/2022 13:00	253	12.43	4.218.872	3.573.889	2.752.366	2.907.841	2.929	100.2	-5.857	66.18	-4.729.922	6.265.114	651.8	-6.543.217	-3.731.916	9.57	0.465	0.748
08/10/2022 14:00	254	12.42	3.455.942	2.961.324	278.071	290.785	2.044	102.5	-5.509	67.75	-4.640.097	6.535.634	651.8	-6.344.067	-417.465	9.57	0.438	0.746
08/10/2022 15:00	255	12.42	290.913	2.491.798	2.795.667	2.915.511	1.226	202.4	-5.179	68.04	-4.217.547	6.506.106	651.9	-633.255	-3.744.416	9.57	0.43	0.747
08/10/2022 16:00	256	12.42	2.685.635	229.475	2.789.566	2.908.736	2.268	128.4	-5.083	67.78	-4.268.981	6.565.756	651.9	-6.505.783	-4.080.566	9.58	0.442	0.748
08/10/2022 17:00	257	12.42	1.707.597	1.483.031	278.182	2.880.454	1.132	190.9	-5.758	69.43	-5.149.247	681.388	652.2	-6.923.566	-50.894	9.58	0.436	0.738
08/10/2022 18:00	258	12.41	1.479.161	127.354	2.783.761	2.871.603	2.013	92.1	-6.184	74.77	-5.615.821	7.347.921	652.5	-7.019.917	-5.121.133	9.54	0.433	0.733
08/10/2022 19:00	259	12.41	9.007.556	7.662.493	2.748.525	2.855.796	2.234	182.6	-6.276	73.4	-5.878.987	7.322.864	653.1	-7.510.517	-5.779.417	9.57	0.429	0.727
08/10/2022 20:00	260	12.41	2.215.736	2.095.655	2.252.481	271.005	1.641	163	-7.065	70.13	-6.785.845	7.051.935	653.4	-1.124.388	-6.821.816	9.59	0.431	0.718
08/10/2022 21:00	261	12.4	-2.758.659	1.679.267	1.943.221	2.556.428	0.976	139.4	-8.18	70.96	-81.125	7.260.479	653.7	-1.534.368	-8.353.183	9.6	0.434	0.699
08/10/2022 22:00	262	12.4	-2.072.295	1.862.136	188.517	249.62	0.945	173.4	-8.53	73.21	-8.603.798	7.545.223	653.8	-1.703.865	-87.162	9.61	0.431	0.687
08/10/2022 23:00	263	12.39	-2.352.412	2.629.528	1.850.119	2.472.843	1.072	225.9	-8.51	66.94	-8.520.651	6.879.615	653.8	-1.770.632	-88.363	9.61	0.425	0.682
09/10/2022 0:00	264	12.39	-290.665	2.459.442	1.793.849	2.468.549	1.407	187.3	-7.865	48.16	-8.030.578	5.038.299	653.6	-178.714	-826.985	9.61	0.43	0.681
09/10/2022 1:00	265	12.39	-3.319.343	2.097.415	1.773.681	2.474.612	1.74	187.4	-7.553	42.35	-7.596.733	4.388.659	653.2	-1.777.723	-7.920.516	9.6	0.427	0.679
09/10/2022 2:00	266	12.39	-2.821.645	2.363.389	1.744.685	2.462.621	2.302	133.3	-7.116	32.13	-7.217.454	333.341	652.9	-179.733	-7.567.483	9.62	0.441	0.678
09/10/2022 3:00	267	12.39	-292.902	2.183.918	172.375	2.433.813	1.803	108.2	-6.459	14.42	-6.552.084	1.487.182	652.6	-1.883.897	-6.856.033	9.6	0.427	0.675
09/10/2022 4:00	268	12.38	-2.482.301	188.694	1.719.164	2.425.102	2.376	188.4	-5.997	11.23	-6.262.567	1.159.914	652.2	-191.891	-6.341.949	9.6	0.443	0.675
09/10/2022 5:00	269	12.38	-3.208.878	1.385.811	1.705.619	2.417.843	2.158	170.6	-6.186	10.41	-6.424.089	1.079.533	651.8	-1.959.333	-64.426	9.61	0.442	0.671
09/10/2022 6:00	270	12.38	-3.327.668	1.153.829	1.700.446	2.417.878	2.76	314.4	-6.392	11.2	-6.548.094	1.138.489	651.7	-194.901	-65.555	9.59	0.43	0.669
09/10/2022 7:00	271	12.38	-3.008.247	2.088.064	1.688.605	2.413.693	2.553	257	-6.244	9.57	-6.363.958	9.705.923	651.7	-1.964.628	-6.569.316	9.6	0.43	0.672
09/10/2022 8:00	272	12.37	3.139.053	302.405	1.707.642	2.428.288	2.048	240.6	-5.549	8.59	-5.735.299	8.804.565	651.8	-1.925.943	-599.555	9.59	0.432	0.677
09/10/2022 9:00	273	12.38	3.324.896	2.636.714	1.782.679	2.589.601	2.628	234.9	-2.897	11.51	-239.696	1.141.724	651.9	-1.541.022	-3.537.183	9.59	0.421	0.706
09/10/2022 10:00	274	12.4	664.696	5.129.212	1.865.622	2.853.813	2.317	211	-0.104	10.71	151.503	9.712.456	652.4	-8.864.583	0.2057667	9.58	0.424	0.742
09/10/2022 11:00	275	12.42	8.564.548	6.395.002	1.927.133	303.739	1.29	69.99	3.743	8.14	5.817.004	7.135.653	652.7	-441.785	3.988.483	9.55	0.43	0.747
09/10/2022 12:00	276	12.43	9.943.945	7.302.801	1.958.314	3.101.956	1.966	85.1	2.856	8.51	51.206	7.433.285	652.8	-3.627.717	5.403.116	9.55	0.444	0.749
